gene_rank,gene_symbol,probe_id,probe_rank,probe_type,multivariate_score,abs_fold_change,log_fold_change,mean_sonfh,mean_control,t_stat,p_value,iqr,variance
5372,TYMS,11751805_a_at,9359,_a_at,1.1647,0.7455,-0.7455,5.1298,5.8753,-1.3326,0.21057811660741463,1.4929,1.3303
5373,ZNF763,11737454_x_at,9358,_x_at,1.1647,0.2992,0.2992,4.5864,4.2872,3.1222,0.005739361049606661,0.3193,0.0984
5374,IGFBP5,11728656_at,9360,_at,1.1643,0.4178,-0.4178,4.9397,5.3575,-2.6462,0.020410148747484005,0.539,0.1736
5375,C1QTNF2,11727711_at,9363,_at,1.1641,0.3964,-0.3964,3.2199,3.6163,-2.7317,0.019121442986359583,0.3508,0.1247
5376,GIPC3,11729083_at,9364,_at,1.1639,0.2979,-0.2979,5.3456,5.6436,-3.1265,0.009193745519387349,0.2725,0.0592
5377,KIF13A,11755487_a_at,9365,_a_at,1.1638,0.4637,0.4637,5.1956,4.7319,2.4616,0.030977403170095685,0.4812,0.2026
5378,ALPPL2,11727334_at,9368,_at,1.1632,0.455,-0.455,4.2656,4.7206,-2.4957,0.0282507125316495,0.5476,0.2058
5379,ZBTB40,11743357_a_at,9367,_a_at,1.1632,0.3001,0.3001,7.6495,7.3494,3.1169,0.006594449517584015,0.4348,0.0884
5380,RPS19,11744046_at,9369,_at,1.1629,0.4299,-0.4299,3.5172,3.9471,-2.596,0.025071172214921396,0.4689,0.1492
5381,TMEM8A,11722622_at,9371,_at,1.1623,0.4249,0.4249,7.7826,7.3577,2.6154,0.021948227853852628,0.6419,0.1779
5382,ZNF708,11754636_a_at,9372,_a_at,1.1622,0.5853,0.5853,5.2637,4.6784,1.9721,0.07491249800731274,0.6226,0.42
5383,KHNYN,11721163_a_at,9376,_a_at,1.1609,0.4379,-0.4379,7.6659,8.1038,-2.5617,0.029007552546838396,0.2758,0.1248
5384,ENDOU,11748287_a_at,9378,_a_at,1.1609,0.3064,-0.3064,2.4688,2.7752,-3.089,0.010666778018012408,0.2751,0.057
5385,C4orf45,11740900_a_at,9384,_a_at,1.1599,0.5292,-0.5292,2.168,2.6972,-2.1944,0.054729700070598755,0.2638,0.2107
5386,CBLL1,11734716_at,9385,_at,1.1597,0.4279,0.4279,7.1298,6.7019,2.6004,0.02484150723859238,0.3457,0.1479
5387,FAM208A,11740430_x_at,9386,_x_at,1.1596,0.4392,0.4392,6.5777,6.1385,2.555,0.02705486822989762,0.4553,0.1582
5388,ENAH,11722842_s_at,9387,_s_at,1.1596,0.7216,-0.7216,2.3864,3.108,-1.4226,0.1881782262634306,0.2656,0.7257
5389,TMEM114,11728001_a_at,9388,_a_at,1.1596,0.4732,-0.4732,5.2224,5.6956,-2.4187,0.034380647665596197,0.3301,0.2005
5390,FGFR1,11734764_at,9392,_at,1.1587,0.3107,-0.3107,3.436,3.7467,-3.0692,0.008854183125562999,0.3401,0.0789
5391,SH3GLB1,11718847_at,9394,_at,1.1582,0.5074,0.5074,7.58,7.0726,2.2799,0.04220816897671367,0.3646,0.2884
5392,PRDM11,11755696_a_at,9396,_a_at,1.1576,0.4555,-0.4555,3.618,4.0735,-2.4873,0.031546930272896075,0.3664,0.1609
5393,FTSJ3,11750693_a_at,9397,_a_at,1.1572,0.4101,0.4101,6.9519,6.5419,2.6689,0.022567858071092142,0.4665,0.1232
5394,TWIST2,11757853_s_at,9398,_s_at,1.1567,0.7391,-0.7391,2.7983,3.5374,-1.3492,0.20977309914877648,0.3777,0.8423
5395,PLD2,11748616_a_at,9407,_a_at,1.1538,0.3639,-0.3639,3.821,4.1849,-2.8503,0.015290743413722073,0.3621,0.1002
5396,EFEMP1,11758108_s_at,9408,_s_at,1.1538,0.7374,-0.7374,2.4911,3.2285,-1.3526,0.20895941663759918,0.2625,0.8119
5397,RINL,11740971_x_at,9409,_x_at,1.1536,0.5014,0.5014,6.3286,5.8272,2.2987,0.0433619273177851,0.4939,0.2261
5398,TTC13,11723590_a_at,9410,_a_at,1.1532,0.4354,0.4354,6.9947,6.5593,2.5629,0.024157470704793644,0.4963,0.194
5399,GPT,11748915_a_at,9411,_a_at,1.1531,0.4317,-0.4317,3.9211,4.3528,-2.5776,0.023898204057252615,0.4136,0.1825
5400,EMC2,11726072_a_at,9412,_a_at,1.153,0.5132,0.5132,5.1361,4.6228,2.2507,0.04105509079017229,0.9343,0.3839
5401,GRIK1,11734484_a_at,9414,_a_at,1.1529,0.3009,-0.3009,2.7702,3.0711,-3.1019,0.00915311430360051,0.2952,0.065
5402,LYRM9,11743431_at,9415,_at,1.1527,0.3298,-0.3298,4.2073,4.537,-2.9858,0.011791447672828382,0.2224,0.0784
5403,RBAK,11736444_at,9417,_at,1.1525,0.5064,0.5064,6.0883,5.5819,2.2774,0.04197521095812457,0.5875,0.297
5404,PPP4C,11734695_a_at,9416,_a_at,1.1525,0.3252,0.3252,8.1214,7.7962,3.004,0.01094882784119945,0.3472,0.0799
5405,SYT8,11763109_x_at,9418,_x_at,1.1522,0.5195,-0.5195,4.7406,5.2602,-2.2246,0.046784071511767625,0.3972,0.3106
5406,STK35,11722716_s_at,9425,_s_at,1.1501,0.3544,0.3544,5.5081,5.1537,2.8842,0.01019698998132071,0.4249,0.1486
5407,GUCY2D,11734611_at,9428,_at,1.1497,0.4942,-0.4942,4.9167,5.4109,-2.3231,0.04148529698849993,0.4542,0.2176
5408,KHDRBS1,11715937_a_at,9437,_a_at,1.1482,0.6723,0.6723,4.5723,3.9,1.6073,0.13799863757732891,0.9419,0.7323
5409,PPP2R1A,11749158_a_at,9439,_a_at,1.1479,0.5536,0.5536,6.62,6.0664,2.0829,0.0647038373649295,0.5227,0.275
5410,MMP19,11760779_a_at,9440,_a_at,1.1474,0.2426,-0.2426,3.1451,3.3877,-3.3294,0.004587814097612665,0.2458,0.0486
5411,HIVEP2,11754206_a_at,9442,_a_at,1.1473,0.5439,0.5439,6.5873,6.0433,2.1211,0.056192053816148495,0.7287,0.369
5412,STAG2,11731107_a_at,9445,_a_at,1.1471,0.5537,0.5537,8.4886,7.9349,2.0816,0.06162359657461839,0.7822,0.357
5413,CLPTM1,11746127_a_at,9443,_a_at,1.1471,0.4488,-0.4488,5.353,5.8018,-2.5022,0.028568071525275088,0.4667,0.1886
5414,PEPD,11715957_s_at,9446,_s_at,1.1469,0.5171,0.5171,6.4728,5.9557,2.2281,0.04659524778442999,0.5765,0.3045
5415,SNCAIP,11746781_a_at,9448,_a_at,1.1468,0.3634,-0.3634,3.405,3.7684,-2.8443,0.014742423052440135,0.3198,0.1084
5416,EPS15,11719484_at,9449,_at,1.1466,0.5342,0.5342,7.6236,7.0895,2.1592,0.0533558305086814,0.6999,0.3253
5417,SMUG1,11722278_a_at,9450,_a_at,1.1465,0.2317,-0.2317,5.2743,5.506,-3.3721,0.0025147275574721835,0.2958,0.0628
5418,KMT2A,11759294_s_at,9452,_s_at,1.1464,0.4283,0.4283,6.8433,6.415,2.5836,0.02362041694044631,0.4963,0.1792
5419,SCRT2,11734405_at,9453,_at,1.1461,0.3956,-0.3956,4.4963,4.8919,-2.7144,0.020672060497034246,0.3974,0.1138
5420,TBATA,11740825_a_at,9454,_a_at,1.1459,0.48,-0.48,5.7231,6.2031,-2.3757,0.036002454955069006,0.568,0.2322
5421,MUC1,11762687_x_at,9455,_x_at,1.1456,0.373,-0.373,4.2157,4.5887,-2.8045,0.014416637269614797,0.2696,0.1355
5422,SYDE1,11741658_s_at,9456,_s_at,1.1455,0.4411,-0.4411,3.7474,4.1885,-2.5313,0.02690321442920299,0.4374,0.1821
5423,ASCL1,11726673_s_at,9458,_s_at,1.1451,0.3527,-0.3527,2.8643,3.217,-2.8853,0.014200059677652952,0.3424,0.094
5424,ADAP2,11725175_x_at,9459,_x_at,1.145,0.5308,0.5308,5.9778,5.447,2.171,0.0538666670362129,0.6549,0.281
5425,RBM28,11752936_a_at,9460,_a_at,1.1448,0.218,-0.218,3.5509,3.7689,-3.425,0.0024460113406214253,0.2368,0.0506
5426,ZNF791,11749756_x_at,9463,_x_at,1.1444,0.5466,0.5466,5.8011,5.2545,2.107,0.06056705712777535,0.5702,0.3014
5427,PARPBP,11748736_x_at,9462,_x_at,1.1444,0.4349,-0.4349,2.5378,2.9727,-2.5549,0.02900870886938027,0.264,0.1281
5428,TSC22D2,11754933_s_at,9464,_s_at,1.1441,0.5132,0.5132,7.1155,6.6023,2.2406,0.046644271280954115,0.4768,0.2737
5429,GSTCD,11735718_a_at,9465,_a_at,1.1441,0.2739,-0.2739,2.8932,3.1671,-3.2001,0.007126509882544008,0.318,0.0554
5430,KIAA0895,11760610_at,9466,_at,1.144,0.198,-0.198,2.9604,3.1584,-3.5043,0.001782850173663014,0.2675,0.0435
5431,ABLIM2,11749865_a_at,9467,_a_at,1.144,0.4178,-0.4178,5.216,5.6339,-2.623,0.023480539716724504,0.3242,0.1444
5432,C16orf71,11755273_a_at,9468,_a_at,1.1437,0.4067,-0.4067,3.1007,3.5075,-2.6671,0.02079415319002354,0.5158,0.1456
5433,HYAL3,11727889_a_at,9470,_a_at,1.1434,0.3506,-0.3506,3.9167,4.2673,-2.8918,0.013144916665214718,0.3033,0.1023
5434,SARS2,11721505_a_at,9472,_a_at,1.1428,0.2702,-0.2702,5.8925,6.1627,-3.2135,0.0051273632764597355,0.2676,0.0711
5435,DYNLT1,11716584_x_at,9474,_x_at,1.1427,0.568,0.568,9.3445,8.7765,2.0192,0.06956657103773982,0.5204,0.3681
5436,COA7,11732273_at,9473,_at,1.1427,0.2712,-0.2712,3.9677,4.2389,-3.2093,0.006933216146434674,0.3262,0.0547
5437,ROGDI,11746092_a_at,9475,_a_at,1.1427,0.4429,-0.4429,6.8017,7.2446,-2.5208,0.02753852705396917,0.4967,0.1829
5438,ABHD16B,11740936_at,9477,_at,1.1424,0.4597,-0.4597,4.1423,4.602,-2.4531,0.031346315126178456,0.3587,0.202
5439,BRMS1,11732098_x_at,9478,_x_at,1.1424,0.3126,0.3126,6.8576,6.545,3.043,0.009621239128049564,0.411,0.0778
5440,ADORA3,11726823_at,9479,_at,1.1423,0.4984,0.4984,5.5446,5.0461,2.2979,0.03953850134211931,0.5894,0.3033
5441,TEAD4,11733699_a_at,9480,_a_at,1.1422,0.4404,-0.4404,4.7288,5.1692,-2.5303,0.03006628080988349,0.3142,0.1356
5442,CD8A,11724728_a_at,9481,_a_at,1.1421,0.4983,0.4983,8.9608,8.4625,2.298,0.030476483094652722,0.7592,0.5731
5443,SLC39A13,11716430_a_at,9482,_a_at,1.1419,0.3159,0.3159,5.29,4.9742,3.0292,0.009767580767452044,0.3622,0.0811
5444,SPHK2,11749161_x_at,9483,_x_at,1.1417,0.2556,-0.2556,4.3202,4.5758,-3.2707,0.005386749431566821,0.275,0.0535
5445,TPD52L3,11729731_a_at,9485,_a_at,1.1413,0.4138,-0.4138,3.1018,3.5156,-2.6359,0.02075157730280686,0.4586,0.1724
5446,TP53I3,11749789_a_at,9484,_a_at,1.1413,0.4429,-0.4429,4.2913,4.7342,-2.5193,0.028644345039335183,0.4432,0.1671
5447,MVB12B,11732817_at,9488,_at,1.141,0.3575,-0.3575,2.6801,3.0377,-2.8614,0.01495464790500038,0.4136,0.0965
5448,KPNA2 /// LOC146880,11754765_s_at,9486,_s_at,1.141,0.5614,0.5614,8.4988,7.9374,2.0437,0.0658489519604833,0.6635,0.3766
5449,SUSD4,11757607_s_at,9489,_s_at,1.1409,0.3659,0.3659,2.936,2.5701,2.8275,0.012925219384498294,0.3993,0.1408
5450,RPS27,11757514_x_at,9496,_x_at,1.1395,0.5682,0.5682,12.1523,11.5841,2.0148,0.06947296188136862,0.7125,0.3872
5451,ASIP,11715281_at,9497,_at,1.1393,0.3317,-0.3317,4.268,4.5997,-2.9629,0.01250274004131713,0.2817,0.0782
5452,CDK11B,11726629_x_at,9499,_x_at,1.139,0.321,0.321,6.2346,5.9136,3.0054,0.009678442766330952,0.4166,0.0907
5453,NPR3,11722758_at,9500,_at,1.139,0.2331,-0.2331,3.9004,4.1335,-3.3579,0.004505307834429705,0.2903,0.0429
5454,CCDC88A,11739606_x_at,9501,_x_at,1.1385,0.7279,0.7279,6.833,6.1051,1.3733,0.20090282947079452,1.0447,0.9265
5455,BAK1,11732515_x_at,9503,_x_at,1.1384,0.4933,0.4933,6.6279,6.1346,2.3139,0.03940172295497674,0.7542,0.2723
5456,TMEM106B,11739231_a_at,9505,_a_at,1.1383,0.5232,0.5232,5.6893,5.1661,2.1939,0.049391703267936335,0.763,0.3226
5457,SLC12A1,11750832_a_at,9504,_a_at,1.1383,0.4578,-0.4578,3.9152,4.373,-2.4561,0.031162760937895117,0.4923,0.2002
5458,CDCA5,11718182_at,9510,_at,1.1379,0.3064,-0.3064,5.1155,5.4219,-3.0627,0.007657958574202616,0.4471,0.0914
5459,FBF1,11752107_a_at,9511,_a_at,1.1375,0.3473,-0.3473,3.8185,4.1658,-2.8982,0.013846763959454047,0.2867,0.0908
5460,NIPA2,11718525_s_at,9514,_s_at,1.1371,0.4289,0.4289,8.6206,8.1917,2.5706,0.02757755323068252,0.3073,0.1322
5461,TMEM168,11722421_at,9520,_at,1.1365,0.5085,0.5085,6.9079,6.3994,2.2507,0.045809147116619355,0.6334,0.2672
5462,CHST2,11718908_s_at,9521,_s_at,1.1365,0.5138,-0.5138,6.4275,6.9414,-2.2295,0.048308699566804114,0.647,0.2607
5463,CYP19A1,11715730_at,9522,_at,1.1363,0.3073,-0.3073,3.0414,3.3487,-3.0573,0.009706077614422362,0.2563,0.0714
5464,CDK6,11723242_at,9527,_at,1.1355,0.3812,-0.3812,3.13,3.5112,-2.76,0.01839699123081931,0.2777,0.1108
5465,FAM220A,11719424_at,9529,_at,1.1354,0.5075,0.5075,5.3983,4.8907,2.2535,0.04710089451562767,0.6798,0.2347
5466,CD1C,11728781_a_at,9531,_a_at,1.1353,0.4308,0.4308,5.8019,5.3711,2.5609,0.02762299180679635,0.3168,0.1398
5467,LUC7L3,11749811_a_at,9533,_a_at,1.1351,0.5575,0.5575,6.0078,5.4503,2.0527,0.05897928469502792,0.8672,0.5449
5468,TANC1,11735341_s_at,9535,_s_at,1.135,0.3598,-0.3598,2.2778,2.6375,-2.8453,0.018153020207365228,0.219,0.0713
5469,PGM1,11756127_a_at,9536,_a_at,1.1349,0.4708,0.4708,6.5297,6.0588,2.4001,0.034371700415229633,0.598,0.2213
5470,TRPV2,11727389_a_at,9540,_a_at,1.1346,0.3204,-0.3204,5.6833,6.0036,-3.0028,0.008540779111748168,0.3366,0.1048
5471,B3GALT5,11738331_a_at,9539,_a_at,1.1346,0.4308,-0.4308,4.4866,4.9173,-2.5601,0.026041798192571606,0.4444,0.1629
5472,ORC3,11718488_a_at,9541,_a_at,1.1345,0.5166,0.5166,5.7472,5.2306,2.216,0.04948410432228558,0.6926,0.2654
5473,MAP1A,11727030_s_at,9542,_s_at,1.1343,0.2887,-0.2887,5.676,5.9648,-3.1296,0.007312412272237048,0.3422,0.0716
5474,CENPT,11760926_at,9543,_at,1.1341,0.4345,-0.4345,3.5901,4.0246,-2.5447,0.02597844788874169,0.4931,0.1795
5475,PHF5A,11758788_at,9544,_at,1.1338,0.6209,0.6209,5.0821,4.4612,1.797,0.09774221290459381,1.0916,0.6685
5476,CA6,11753393_a_at,9549,_a_at,1.133,0.5653,-0.5653,3.2343,3.7996,-2.019,0.07311268581583534,0.4275,0.2708
5477,CSMD1,11729709_a_at,9548,_a_at,1.133,0.2914,-0.2914,2.4472,2.7386,-3.1173,0.009311469596321766,0.264,0.0572
5478,PLEKHM2,11761513_at,9551,_at,1.1325,0.4357,-0.4357,5.209,5.6447,-2.5381,0.024490949063796823,0.3726,0.2112
5479,GUCY1B2,11750895_s_at,9552,_s_at,1.1323,0.4648,-0.4648,3.9044,4.3692,-2.4212,0.03308298174770414,0.3894,0.2129
5480,MRPL4,11730795_at,9553,_at,1.1322,0.1881,-0.1881,5.4767,5.6649,-3.5306,0.002254617322932342,0.2232,0.0324
5481,ARHGEF11,11722549_a_at,9554,_a_at,1.1318,0.3759,0.3759,5.2569,4.881,2.7771,0.01713523161307478,0.3411,0.115
5482,AJAP1,11737559_a_at,9558,_a_at,1.1308,0.3708,-0.3708,3.6128,3.9836,-2.7964,0.01570928966583973,0.4597,0.1208
5483,HMGCR,11727374_s_at,9562,_s_at,1.1304,0.4114,0.4114,5.6675,5.256,2.6331,0.019572026595412573,0.5388,0.1913
5484,PKP1,11739946_a_at,9566,_a_at,1.1292,0.4432,-0.4432,5.0428,5.486,-2.5042,0.029180470302476027,0.4928,0.1725
5485,PTGER4,11725793_s_at,9567,_s_at,1.1289,0.651,0.651,8.9407,8.2896,1.6707,0.12674366042906632,0.6138,0.5407
5486,CNTRL,11723378_a_at,9568,_a_at,1.1289,0.3607,0.3607,6.903,6.5423,2.8347,0.013097937602788533,0.4271,0.1313
5487,GLIS3,11737722_a_at,9569,_a_at,1.1286,0.2996,-0.2996,3.2253,3.5249,-3.0793,0.009845847113662659,0.2697,0.0626
5488,CSTF3,11727580_x_at,9572,_x_at,1.1281,0.476,0.476,4.3243,3.8483,2.3714,0.03581998493150851,0.5868,0.2375
5489,SUB1,11720599_s_at,9575,_s_at,1.1278,0.6151,0.6151,6.2658,5.6508,1.8134,0.09809904138032682,0.935,0.5235
5490,ERVH-6,11763107_at,9577,_at,1.1276,0.4363,-0.4363,3.7067,4.143,-2.5301,0.028720871223664932,0.3493,0.152
5491,RBFOX1,11760804_x_at,9578,_x_at,1.1275,0.2748,-0.2748,2.5136,2.7883,-3.1775,0.007846150206767072,0.268,0.0532
5492,ATCAY,11748191_a_at,9583,_a_at,1.1271,0.3109,-0.3109,2.141,2.452,-3.0323,0.011952994052975941,0.236,0.0589
5493,TMEM176B,11719871_a_at,9584,_a_at,1.127,0.7473,0.7473,7.0317,6.2845,1.2823,0.21930339665683476,2.6878,2.4817
5494,RNF207,11746364_a_at,9586,_a_at,1.1262,0.4967,-0.4967,2.8547,3.3514,-2.2863,0.0443532892307142,0.3963,0.2228
5495,ZNF529,11758503_s_at,9587,_s_at,1.126,0.4246,-0.4246,3.9363,4.3609,-2.5752,0.02369286285163326,0.4991,0.1817
5496,NXPH3,11728100_at,9589,_at,1.1254,0.4543,-0.4543,4.2358,4.6902,-2.4554,0.034865077589826196,0.2532,0.1406
5497,WDR86,11745368_a_at,9590,_a_at,1.1251,0.3575,-0.3575,4.9622,5.3197,-2.8432,0.015115013703136197,0.3686,0.1011
5498,LILRB5,11750048_a_at,9591,_a_at,1.125,0.4169,-0.4169,3.7868,4.2037,-2.6049,0.024109703559384556,0.3306,0.1473
5499,SLFN11,11741126_s_at,9592,_s_at,1.1249,0.6078,0.6078,6.8245,6.2167,1.8393,0.09245311867414113,0.8512,0.5557
5500,GATC,11736095_a_at,9594,_a_at,1.1248,0.3825,-0.3825,3.257,3.6395,-2.7426,0.016621528969107575,0.5443,0.1426
5501,H2AFV,11758616_s_at,9596,_s_at,1.1246,0.5075,0.5075,7.6603,7.1528,2.2411,0.048428967166935774,0.3703,0.2304
5502,STAG3L1 /// STAG3L3,11760942_s_at,9600,_s_at,1.1229,0.3949,-0.3949,3.6401,4.035,-2.6907,0.021318227115934042,0.3707,0.1177
5503,ART5,11744962_a_at,9601,_a_at,1.1229,0.4714,-0.4714,4.9485,5.4198,-2.384,0.03562900160826252,0.4444,0.2198
5504,TPMT,11727825_x_at,9602,_x_at,1.1228,0.2965,0.2965,6.3946,6.0981,3.0852,0.009676871402290411,0.2644,0.0617
5505,SAMD9L,11724118_a_at,9604,_a_at,1.1227,0.6466,0.6466,8.1106,7.464,1.6812,0.11862033778624276,1.1096,0.8245
5506,STK19,11747466_a_at,9607,_a_at,1.1226,0.3703,-0.3703,4.778,5.1483,-2.789,0.01649701111432148,0.4059,0.114
5507,SPANXD,11759051_x_at,9606,_x_at,1.1226,0.5309,-0.5309,5.5094,6.0402,-2.145,0.054989424207301664,0.4887,0.3176
5508,CES5A,11750760_a_at,9609,_a_at,1.1219,0.333,-0.333,2.111,2.444,-2.9378,0.014222617221268006,0.3107,0.0695
5509,RBM8A,11763501_s_at,9610,_s_at,1.1218,0.3678,-0.3678,4.565,4.9327,-2.7981,0.016570329009226347,0.3634,0.1079
5510,ESR2,11741670_x_at,9611,_x_at,1.1216,0.3387,-0.3387,4.0402,4.3789,-2.9146,0.013591362612688692,0.3322,0.0841
5511,GAPDHS,11733192_a_at,9612,_a_at,1.1215,0.3148,-0.3148,2.5916,2.9063,-3.0103,0.011516394896930118,0.3022,0.0684
5512,SCAMP3,11717403_a_at,9615,_a_at,1.1208,0.3691,0.3691,7.2878,6.9187,2.7918,0.01686858437631202,0.3856,0.1078
5513,METTL15,11746011_a_at,9616,_a_at,1.1207,0.2886,-0.2886,2.0735,2.3621,-3.1144,0.009414513803979691,0.2812,0.0557
5514,BAP1,11747830_a_at,9617,_a_at,1.1206,0.3302,-0.3302,5.358,5.6882,-2.9475,0.013349615966097746,0.233,0.0736
5515,FKBP9 /// FKBP9P1,11748346_s_at,9619,_s_at,1.119,0.4429,-0.4429,2.6407,3.0836,-2.4938,0.030717182315941432,0.4273,0.1585
5516,DNMT3L,11733228_at,9620,_at,1.1183,0.3437,-0.3437,3.9563,4.3,-2.8908,0.013642687887363423,0.3004,0.0933
5517,SYT13,11724632_a_at,9622,_a_at,1.1183,0.2792,-0.2792,3.1319,3.4111,-3.1494,0.008149710724780924,0.2048,0.0566
5518,LTBP3,11742884_x_at,9621,_x_at,1.1183,0.3753,0.3753,6.7743,6.399,2.7641,0.010695249589254358,0.5278,0.2341
5519,C10orf111,11738171_at,9624,_at,1.118,0.3185,-0.3185,2.854,3.1724,-2.9915,0.009964690417231562,0.4583,0.0897
5520,TNIP1,11744745_a_at,9625,_a_at,1.118,0.5084,-0.5084,6.6221,7.1306,-2.23,0.048394667597886215,0.6947,0.2526
5521,SPATA20,11763845_a_at,9626,_a_at,1.1178,0.2832,-0.2832,4.2644,4.5476,-3.1328,0.007381728686876336,0.3243,0.0676
5522,TNFSF15,11736958_at,9628,_at,1.1172,0.2668,-0.2668,2.8149,3.0817,-3.1979,0.008118072271793855,0.2624,0.0457
5523,FGB,11746819_a_at,9629,_a_at,1.117,0.4087,-0.4087,2.3432,2.7518,-2.6286,0.022175700860060744,0.3856,0.1522
5524,PHF8,11719423_at,9631,_at,1.1165,0.3679,0.3679,5.0898,4.7219,2.7917,0.014179811304389526,0.4585,0.1411
5525,ETV3,11740264_at,9635,_at,1.1153,0.4438,-0.4438,3.6493,4.0931,-2.4859,0.031800441728486,0.3119,0.1503
5526,BPIFB1,11720917_a_at,9639,_a_at,1.1143,0.3191,-0.3191,3.1589,3.478,-2.9848,0.01114630196434624,0.3574,0.0796
5527,CSH1 /// CSH2 /// CSHL1,11740165_x_at,9640,_x_at,1.1143,0.4109,-0.4109,3.3141,3.725,-2.6167,0.02283813685754263,0.4355,0.1526
5528,QTRTD1,11743555_a_at,9641,_a_at,1.1142,0.5028,0.5028,5.1978,4.695,2.2481,0.046833624102271106,0.5233,0.2452
5529,BCOR,11724716_a_at,9642,_a_at,1.1142,0.5378,0.5378,5.4654,4.9276,2.1078,0.060936049304245524,0.5551,0.2809
5530,TYMSOS,11744088_a_at,9644,_a_at,1.1139,0.3757,-0.3757,6.1302,6.5059,-2.7574,0.017726254019762445,0.434,0.1166
5531,UBL5,11715756_x_at,9646,_x_at,1.1139,0.4507,-0.4507,8.3606,8.8113,-2.4567,0.03124908243864745,0.6282,0.1921
5532,CCDC70,11728993_at,9648,_at,1.1135,0.4041,-0.4041,3.7618,4.1659,-2.6431,0.02235044118132615,0.4026,0.1374
5533,IGFN1,11731279_a_at,9651,_a_at,1.1129,0.4501,-0.4501,3.9068,4.3569,-2.4579,0.03330086323483555,0.3505,0.1584
5534,TOMM6,11750094_x_at,9652,_x_at,1.1126,0.3865,-0.3865,7.4141,7.8007,-2.7126,0.02022609902593834,0.328,0.1146
5535,ZSCAN16,11725841_at,9654,_at,1.1125,0.5492,0.5492,4.7093,4.1601,2.0601,0.06471286069420744,0.6363,0.3375
5536,MLPH,11740357_a_at,9653,_a_at,1.1125,0.372,-0.372,2.6497,3.0217,-2.7707,0.01909964912580163,0.3203,0.0937
5537,HTR2A,11736752_x_at,9656,_x_at,1.1123,0.2991,-0.2991,2.3993,2.6985,-3.0627,0.010286486410233251,0.2762,0.0618
5538,GOLGA3,11744705_a_at,9655,_a_at,1.1123,0.3999,-0.3999,6.1878,6.5877,-2.6585,0.022603891102538794,0.3369,0.1225
5539,MYLPF,11721252_a_at,9657,_a_at,1.1109,0.3789,-0.3789,5.3294,5.7083,-2.7412,0.017789247574157393,0.3435,0.1255
5540,EDNRB,11747223_a_at,9658,_a_at,1.1108,0.2381,-0.2381,2.5183,2.7564,-3.3056,0.005156846644275119,0.2578,0.0447
5541,PCDHGA8,11737255_a_at,9659,_a_at,1.1107,0.4417,-0.4417,4.6248,5.0665,-2.4891,0.030367404304359375,0.4683,0.167
5542,AP4B1,11754625_a_at,9661,_a_at,1.1105,0.3511,0.3511,7.2272,6.8762,2.8522,0.013712813988526659,0.3281,0.1099
5543,GOLIM4,11736122_a_at,9662,_a_at,1.1101,0.3164,-0.3164,2.4126,2.729,-2.9909,0.011806146753624219,0.3829,0.0709
5544,NDUFA12,11757589_a_at,9664,_a_at,1.1097,0.4766,0.4766,8.6324,8.1558,2.348,0.03800554635927447,0.6024,0.2301
5545,TRIM71,11734427_at,9667,_at,1.1094,0.2931,-0.2931,3.6823,3.9754,-3.0835,0.008339930671365911,0.3438,0.0723
5546,SLC35B4,11733119_a_at,9668,_a_at,1.1094,0.4308,0.4308,6.0997,5.669,2.5314,0.028263114768450746,0.4307,0.1536
5547,CSAG1,11730715_x_at,9669,_x_at,1.109,0.4108,-0.4108,4.6306,5.0414,-2.6111,0.0242586120467006,0.3323,0.137
5548,SPATA6,11759918_at,9670,_at,1.109,0.3448,0.3448,3.4119,3.0671,2.8757,0.009619303327822458,0.4538,0.1543
5549,MIOX,11745562_x_at,9671,_x_at,1.1088,0.3909,-0.3909,4.8392,5.2301,-2.6906,0.021845470859199575,0.3489,0.1092
5550,NAGS,11727324_at,9676,_at,1.1079,0.3655,0.3655,4.7114,4.3459,2.7915,0.01654815670250445,0.2564,0.1095
5551,SIX2,11725907_at,9677,_at,1.1077,0.4538,-0.4538,6.2316,6.6854,-2.4372,0.03196826624441869,0.2811,0.2037
5552,NTRK2,11739677_a_at,9678,_a_at,1.1075,0.4197,-0.4197,2.8255,3.2452,-2.5737,0.026267579215685673,0.3556,0.1416
5553,ZIC4,11738076_a_at,9679,_a_at,1.1074,0.4296,-0.4296,3.7448,4.1744,-2.5339,0.02837544367277903,0.5006,0.1492
5554,OPA3,11747180_a_at,9682,_a_at,1.1072,0.2567,-0.2567,4.349,4.6057,-3.2269,0.0034630320159081424,0.393,0.0854
5555,JPH3,11724696_a_at,9684,_a_at,1.107,0.3828,-0.3828,3.1777,3.5605,-2.7211,0.020038926371697605,0.4109,0.1106
5556,SOS1,11720893_s_at,9687,_s_at,1.1068,0.4996,0.4996,7.7511,7.2515,2.2525,0.04673538303264248,0.573,0.2362
5557,HYAL1,11751860_a_at,9689,_a_at,1.1063,0.3909,-0.3909,3.3362,3.727,-2.6878,0.02117112338180705,0.3629,0.1185
5558,FCN3,11725216_s_at,9690,_s_at,1.106,0.3542,-0.3542,5.12,5.4742,-2.8346,0.015001233193779665,0.3728,0.1035
5559,ICK,11749534_a_at,9691,_a_at,1.1059,0.402,-0.402,2.6159,3.0179,-2.6428,0.02431713171973839,0.3001,0.1119
